ID,location_name,lat,long
2358267,Lonbélé,10.18333,-3.0
2358268,Lonani,13.3526,-3.8661
2358269,Lon,11.45,-2.13333
2358270,Lolnango,13.71759,0.60777
2358271,Lolio,11.4269,-3.25792
2358272,Lokosso,10.31667,-3.66667
2358273,Lokori,11.5042,-4.21368
2358274,Lokono,10.65,-3.0
2358275,Lokono,10.55,-3.08333
2358276,Lokolona,10.6,-3.16667
2358277,Lokodia,10.91667,-3.26667
2358278,Loko,11.25,-0.08333
2358279,Lokindé,12.05,-3.7
2358280,Loisit Tanga,14.05652,-2.15649
2358281,Lohagué,10.28333,-3.86667
2358282,Loguil,12.69394,1.95474
2358283,Logué,12.91667,-3.0
2358284,Lôgônyèguè,9.90514,-4.51746
2358285,Logolona,10.06667,-3.38333
2358286,Logobou,11.63361,1.66806
2358287,Logobili,13.01434,-0.52856
2358288,Logo,11.88333,-2.4
2358289,Logboloro,12.91667,-0.43333
2358290,Loga,13.32055,-1.65427
2358291,Lofigaho,11.63333,-3.66667
2358292,Lodéra,10.21667,-3.38333
2358293,Lobéré,13.72592,-2.72288
2358294,Lobouga,11.46667,-3.18333
2358295,Lobio,10.25,-3.05
2358296,Loatenga,12.78333,-0.58333
2358297,Loari,13.24883,-0.12026
2358298,Loanga,13.73333,-2.4
2358299,Loanga,12.56667,-0.36667
2358300,Loanga,11.73333,-0.4
2358301,Loaga,12.23333,-2.06667
2358302,Loada,13.7293,-1.28663
2358303,Loaba,11.23333,-0.43333
2358304,Loa,13.39529,-1.49971
2358305,Lo,13.1107,-3.4041
2358306,Liyala,12.08333,-0.26667
2358307,Listenga,12.71762,-1.63347
2358308,Liptougou,13.17451,0.32095
2358309,Liptako,13.7,0.5
2358310,Lipaka,13.31225,-0.28328
2358311,Lipa,12.72202,-1.7707
2358312,Lioulgou,12.033,0.17445
2358313,Lioulgou,12.01667,-0.36667
2358314,Liougou,13.29189,-0.30684
2358315,Lioudougou,13.30291,-1.53425
2358316,Lintéba,13.26906,-2.2025
2358317,Linsé,11.18333,-2.51667
2358318,Linoré,12.98333,-0.96667
2358319,Linogwé,11.96667,-1.46667
2358320,Linogwé,11.7,-1.26667
2358321,Linkilga,13.21735,-1.08411
2358322,Linguépéssako,11.91667,-1.46667
2358323,Linguékoro,10.95,-5.16667
2358325,Linguékoro,10.15,-4.4
2358326,Linédi,12.84678,-1.58245
2358327,Linoghin,12.4693,-1.19045
2358328,Limnaogo,11.73333,-0.21667
2358329,Limmba,11.16667,-0.46667
2358330,Limbéré,14.12202,-2.50534
2358331,Lilyala,12.6,-0.58333
2358332,Lilikana,13.41206,-2.51666
2358333,Liligonndé,13.01696,-1.16458
2358334,Liligomdé,13.61088,-2.37461
2358335,Liliga,13.11482,-1.42697
2358336,Lilgomdé,12.08333,-0.4
2358337,Lilengo,14.49542,-0.11049
2358338,Lilebouré,12.38333,-2.31667
2358339,Lilbouré,12.9,-2.3
2358340,Lilbouré,12.17775,-1.49563
2358341,Lilbouré,11.75,-1.31667
2358342,Lilay Baké,14.44322,-0.6322
2358343,Likenkelsé,12.75083,-1.6767
2358344,Lihoula,12.8,-0.46667
2358345,Liguidi Malgam,12.06667,-0.36667
2358346,Liguidibouéma,11.88333,-1.33333
2358347,Liguiba,11.88333,-3.58333
2358348,Ligomdé,13.43612,-1.22532
2358349,Lienguiélégué,10.36667,-5.23333
2358350,Lidara,11.03156,-4.95169
2358351,Libouré,13.15107,-0.92007
2358352,Libirira,10.26667,-3.51667
2358353,Liambouli Fouanou,12.6008,2.0268
2358354,Liaba,11.93951,-4.42817
2358355,Lia,11.91667,-2.71667
2358356,Li,11.33333,-2.36667
2358357,Lézogotenga,12.06667,-0.15
2358358,Lèy Sèno,14.356,-0.5586
2358359,Leyessa,11.60484,-4.18866
2358360,Leyé,12.45,-2.53333
2358361,Lèvri,13.31934,-0.32011
2358362,Lévara,11.33333,-1.91667
2358363,Létiéfésso,10.31667,-5.01667
2358364,Léssam,14.16932,-1.92984
2358365,Lésséré,12.86831,-3.31086
2358366,Lérou,11.6,-2.3
2358367,Lermitéra,10.06928,-3.27974
2358368,Léry,12.76243,-3.38413
2358369,Lèrguiddé,13.82839,0.095
2358370,Lergo,11.7,-0.55
2358371,Léré Nganay,13.52175,0.22457
2358372,Lérébi,10.33333,-3.73333
2358373,Lèré,14.10314,-0.51672
2358374,Léré,13.68261,-0.05534
2358375,Lere,10.13333,-3.03333
2358376,Léré,14.10241,-0.07257
2358377,Lèrbou,13.98751,-0.04408
2358378,Léra,10.6,-5.3
2358379,Léournyou,13.68513,-0.44437
2358380,Léoura,12.92478,0.00537
2358381,Léongo,11.58333,-1.08333
2358382,Léo,11.10033,-2.10654
2358383,Lénon,11.65,-1.93333
2358384,Lengou,13.27634,-1.77079
2358385,Lenga,11.58333,-0.73333
2358386,Léna,11.3,-3.9
2358387,Léna,11.08333,-1.8
2358388,Lèmséré,12.91667,-2.11667
2358389,Lemnogo,12.69223,-1.23095
2358390,Lemmkora,10.56667,-3.21667
2358391,Lemmka,10.61667,-2.98333
2358392,Lemmka,10.4,-2.95
2358393,Lémini,12.65,-3.55
2358394,Lèmbonoro,13.72618,-2.31851
2358395,Léloubon,10.9,-3.7
2358396,Lèlkom,13.02002,-0.33358
2358397,Lelkom,12.2,-0.68333
2358398,Léli,13.97447,-0.34371
2358399,Léli,13.88916,-0.43673
2358400,Lélétan,14.9324,0.2295
2358401,Lélétan,14.88092,0.22268
2358402,Lèlèrama,12.15,-0.3
2358403,Lélèguéssé,13.06764,-1.10316
2358404,Léléguéré,13.27185,-2.40784
2358405,Léleksé,12.75836,-1.20979
2358406,Lèlèdo,12.16667,-2.61667
2358407,Lélé,14.14307,-0.89018
2358408,Lelasso,11.54116,-5.08946
2358409,Lélarma,12.75,-0.48333
2358410,Lékuy,12.6,-3.68333
2358411,Lékui,12.35395,-3.68103
2358412,Lèkou,12.45,-2.88333
2358413,Lékoro,12.1931,-4.2087
2358414,Léï,12.96667,-3.65
2358415,Lehitanga,13.06448,-1.33217
2358416,Léguéma,11.23293,-4.17208
2358417,Légouré,13.18217,-1.21006
2358418,Légou,13.30131,-0.30869
2358419,Lègmoin,10.14735,-2.90372
2358420,Legbouindigui,10.75,-3.63333
2358421,Léfourba,13.23689,-1.359
2358422,Léfarako,10.88333,-4.06667
2358423,Léfara,10.0,-3.2
2358424,Lédigué,11.63056,-1.67972
2358425,Lédéré,12.95,-0.76667
2358426,Lébra,13.0378,-0.9632
2358427,Lebiélé,11.08333,-3.18333
2358428,Lébéré Béla,14.04599,-1.66365
2358429,Lébanga,13.23399,-2.09839
2358430,Léba,13.3857,-2.34764
2358431,Léba,12.65,-0.86667
2358432,Léamtenga,12.25,-0.4
2358433,Layavri,13.2051,-0.23984
2358434,Laye,12.53118,-1.77684
2358435,Lawen,12.28333,-0.46667
2358436,Laway,13.05447,-1.86079
2358437,Laoua,13.41491,-2.39723
2358438,Latou,13.34039,0.30523
2358439,Latou,12.3,-2.36667
2358440,La Toden,12.90066,-2.45724
2358441,La Titon,12.81667,-2.46667
2358442,Latian,11.45,-1.7
2358443,Lati,12.08333,-2.51667
2358444,Latara,10.05,-3.43333
2358446,Lasso,12.06667,-3.08333
2358447,Lassa Véndou,14.36818,-1.8144
2358448,Lassané,11.25,-2.55
2358449,Lassa Foulbé,14.39109,-1.82258
2358450,Laro,11.28333,-2.83333
2358451,Larmanga,12.03333,0.53333
2358453,Larhala,12.78333,-0.61667
2358454,Largogo,12.95,-2.78333
2358455,Largo,12.66051,-1.045
2358456,Larga,11.66667,-1.11667
2358457,Laré,12.91667,-3.1
2358458,Laré,11.85,-2.1
2358459,Larbi,9.93333,-3.51667
2358460,Laranfiéra,11.0633,-5.1156
2358461,Laranfiéra,10.915,-4.25481
2358462,Laranfiara,11.37857,-4.31586
2358463,Larama,11.05622,-4.00581
2358464,Lara,11.1,-0.61667
2358465,Lapyo,12.55,-2.65
2358466,Laponi,11.33333,-1.56667
2358467,Laponé,11.18921,-2.56699
2358468,Lapa,10.38333,-4.56667
2358469,Laongo,12.61842,-1.12496
2358470,Laordé,14.01019,-1.56384
2358471,Laordé,14.7893,-1.1535
2358472,Laonio,14.17539,0.07407
2358473,Laonge Yanga,12.51896,-1.27652
2358474,Laongo,12.52182,-1.21468
2358475,Laogo,12.72796,-1.61844
2358476,Lao,14.40378,0.07758
2358477,Lao,12.41922,-1.74945
2358478,Lao,12.20555,-1.72382
2358479,Lao,11.78333,-2.05
2358480,Lanviéra,11.27865,-4.92466
2358481,Lantari,13.22917,0.45396
2358482,Lantaoro,12.01667,-0.1
2358483,Lantao,10.48333,-3.2
2358484,Lantaga,12.75,-2.18333
2358485,Lanogo,11.95,-1.23333
2358486,Lannyé,13.00422,-1.73581
2358487,Lankyanya,12.98333,-0.56667
2358488,Lankwé,13.00291,-1.31827
2358489,Lankoé,13.24588,-2.58355
2358490,Lankassaga,12.85,-0.48333
2358491,Langouérou,11.18333,-1.05
2358492,Langara,10.25,-3.38333
2358493,Lanfiéra,12.98333,-3.40877
2358494,Lanférakora,11.54031,-4.51828
2358495,Landro,13.1813,-1.15286
2358496,Landenkonou,13.16532,0.28602
2358497,Lanbdoga,13.45286,-0.71565
2358498,Lanbara,12.86667,-3.1
2358499,La Nabili,12.06667,-2.31667
2358500,Lan,12.45,-3.16667
2358501,Lan,11.0,-2.08333
2358502,Lamzoudo,12.04465,-1.32895
2358503,Lampyadi,12.96667,0.65
2358504,Lamoussadaga,13.3733,-4.0841
2358505,Lamona,13.50558,0.02055
2358506,Lammzoussi,11.91667,-1.26667
2358507,Lammzoussi,11.73333,-1.21667
2358508,Lamdamaol,13.75861,-0.39966
2358509,Lambouaka,13.25616,-0.35204
2358510,Lamana Koria,14.00589,0.27836
2358511,Lamana Kassirga,14.01229,0.26456
2358512,Lama,11.53333,-2.65
2358513,Lalma,12.12387,-1.68884
2358514,Lallé,12.43333,-0.86667
2358515,Lalla,10.33333,-2.86667
2358516,Lalipouré,11.88333,-2.5
2358517,Lalgué,13.12343,-0.35442
2358518,Lalgay,11.583,-0.05816
2358519,Laléara,12.8,-2.06667
2358520,Lalé,12.75844,-1.36365
2358521,Lallé,12.57462,-1.85127
2358522,Lakba,14.41288,-0.45382
2358523,Lakaré,10.31667,-3.45
2358524,Lahoura,10.41667,-3.66667
2358525,Lahol,10.38333,-3.28333
2358526,Laho,11.43333,-3.81667
2358527,Lahirasso,11.8542,-4.07038
2358528,Lahigoué,10.5,-3.8
2358529,Lahallé,13.90019,-1.23178
2358530,Lahalé,12.78333,-0.93333
2358531,Lahagi,12.85,-0.78333
2358532,Lagyou,12.51667,-2.71667
2358533,Lagyana,12.6,-2.55
2358534,Lagué,10.93333,-3.78333
2358535,Lagparé,9.9,-2.86667
2358536,Lago,13.32927,-2.4983
2358537,Lago,12.96667,-0.36667
2358539,Lafya,12.51667,0.63333
2358540,Lafodé,10.63333,-4.5
2358541,Lafigué,10.68333,-4.8
2358542,Lafigué,10.6,-4.48333
2358543,Lafié,11.25,-3.86667
2358544,Lafala Kourou,10.6,-5.28333
2358545,Lafa,10.73333,-4.55
2358546,Laésséno,14.3827,-0.4613
2358547,Ladré,12.91667,-2.3
2358548,Ladré,11.5,-0.91667
2358549,Ladouré,12.01667,-2.3
2358550,Ladwenda,12.64126,-1.2678
2358551,Lâdou,11.96667,-1.73333
2358552,Lado,12.9,-1.18333
2358553,Lado,12.05811,-1.65313
2358554,Ladio,11.74184,-2.41209
2358555,Laddé Yatako,14.08333,0.36667
2358556,Labozéré,11.66667,-3.3
2358557,Labozaba,11.68333,-3.33333
2358558,Labouli,11.36667,-0.31667
2358559,Labola,10.63333,-4.63333
2358560,Labièn,12.23333,-2.95
2358561,Labi,10.76667,-4.93333
2358562,Labelongo,13.03311,-2.2147
2358563,Labarani,12.6,-3.63333
2358564,Labara,12.06667,-3.8
2358565,Labara,10.38333,-3.26667
2358566,Forêt Classée de Laba,11.75,-2.66667
2358567,Laba,11.81667,-2.66667
2358568,La,12.88333,-2.45
2358569,La,12.8,-2.98333
2358570,Lâ,12.06667,-3.5
2358571,Kyoro,12.55099,-2.38531
2358572,Kyikan,12.83333,-2.58333
2358573,Kiétébala,12.74318,-1.14252
2358574,Kyétarhga,12.63366,2.04318
2358575,Kyéri,12.65,0.63333
2358576,Kyérèlsé,12.3,-0.75
2358577,Kyèntsom,13.54587,-0.45024
2358578,Kiemtenga,12.86308,-1.01959
2358579,Kyenkiélogo,12.56667,-0.88333
2358580,Kyèndyaga,12.48629,2.0157
2358581,Kiempalgo,12.71043,-1.07262
2358582,Kyèlèlkyopè,13.71914,-0.35233
2358583,Kiedpalgo,12.25071,-1.43759
2358584,Kyeka,13.66036,-1.47526
2358585,Kyébelga,13.35652,-1.95665
2358587,Kyala,13.12359,0.56102
2358588,Kyabya,13.74092,-0.05291
2358589,Kya,12.65,-2.66667
2358590,Kwotougou,12.30696,1.28394
2358591,Kwotougou,12.11222,1.14442
2358592,Kwon,12.53333,-2.75
2358593,Kwilissin,12.03417,-1.29792
2358594,Kouila,12.80659,-1.63523
2358595,Kouila,12.60437,-1.31937
2358596,Kwèsé,12.45,-2.08333
2358597,Kwensé,13.23086,-1.42984
2358598,Ouénané,12.98558,-1.39482
2358599,Kwèn,12.61667,-2.66667
2358600,Kwarkorodi,12.38017,2.06867
2358601,Kwaré Manguèl,13.3393,-3.0143
2358602,Kwanrhanga,12.1453,2.04832
2358603,Kwanrhandyoga,12.1912,2.0238
2358604,Kwandibouri,12.42187,2.15727
2358605,Kouaké,12.81447,-1.89677
2358606,Kwadifagou,12.18333,0.36667
2358607,Kwademen,12.05,-2.66667
2358608,Kurmen,13.22937,0.04922
2358609,Kuékuéra,10.25,-3.4
2358610,Ktédia,10.91667,-3.46667
2358611,Kpuéré,9.45,-2.78333
2358612,Kpoumané,10.96667,-2.88333
2358613,Kpoko,10.25,-2.98333
2358614,Kpo,10.36667,-2.96667
2358615,Kpétora,10.53333,-3.36667
2358616,Kpéra,10.45,-3.45
2358617,Kpé,11.11667,-2.91667
2358618,Kparanta,10.0,-3.45
2358619,Kpapirao,9.9,-3.3
2358620,Kpapalanboura,10.11667,-3.35
2358621,Kpantianao,10.0,-3.33333
2358622,Kpanpouna,10.05098,-3.13693
2358623,Kpandiao,10.15,-3.13333
2358624,Kpala,10.15,-2.83333
2358625,Kpakpara,10.93333,-3.26667
2358626,Koygouroua,13.28008,0.55579
2358627,Koyéné,12.6073,-4.3342
2358628,Koyati,12.3999,1.70547
2358629,Koyaré,12.51667,-3.25
2358630,Koyenga,12.65349,2.00899
2358631,Mont Koya,10.23333,-3.05
2358632,Koya,14.51192,-1.15126
2358633,Koworo,11.75129,-4.39052
2358634,Kowari,12.65353,1.34566
2358635,Kovri,11.65,-2.33333
2358636,Kovio,11.4,-3.31667
2358637,Kouzié,10.21667,-2.8
2358638,Kouyougou,11.96667,-1.41667
2358639,Kouyéra,14.63463,-0.06801
2358640,Kouyé,14.34304,-1.8578
2358641,Koui,13.1883,-3.1612
2358642,Koutyagou,12.13565,1.65262
2358643,Koutséni,11.28083,-4.75662
2358644,Koutoura,10.35,-4.83333
2358645,Koutoumkandé,12.11667,-2.55
2358646,Koutougou,14.51248,-0.99094
2358647,Koutoubéré,12.89614,-1.31498
2358648,Koutouban,10.35,-4.76667
2358649,Koutoberlé,12.89714,-1.33738
2358650,Koutinassogo,12.90118,-1.65911
2358651,Koutiélé,11.75,-1.86667
2358652,Koutiana,11.83333,-0.15
2358653,Koutiana,9.93333,-3.38333
2358654,Koutiala,11.31667,-2.06667
2358655,Koutakou,13.41924,-2.5205
2358656,Kouta,14.0775,-0.3171
2358657,Koussougou,12.95,-0.23333
2358658,Koussiri,12.73333,-3.81667
2358659,Koussiri,12.56667,-3.25
2358660,Koussia,13.31634,-2.23557
2358661,Koussaro,11.76667,-3.25
2358662,Koussana,12.71667,-2.33333
2358663,Koussadaga,11.81667,-0.38333
2358664,Koussoumasson,12.65781,-1.61426
2358665,Koussoulougou,12.11609,-1.51589
2358666,Kouryaoguen,12.13333,-0.35
2358667,Kouria,12.56274,-1.92659
2358668,Kouri,12.74211,-3.49539
2358669,Koursiéra,10.8,-3.56667
2358670,Koursiéra,10.18333,-3.33333
2358671,Koursiéra,10.09386,-3.52618
2358672,Koursiéra,9.93333,-3.46667
2358673,Kourou Véndou,14.28694,-1.6382
2358674,Kourountouin,10.75,-5.38333
2358675,Kourounkaoua,10.6,-5.06667
2358676,Kouroumba,11.5,-1.26667
2358677,Kouroumani,11.85275,-4.63874
2358678,Kourouma,11.61715,-4.80097
2358679,Kouroukui,12.894,-4.2021
2358680,Kouroukida,13.45306,-0.14733
2358681,Kourougui,13.08353,-2.14021
2358682,Kourouguéré,13.4041,-3.1863
2358683,Kourougou,12.7,0.03333
2358684,Kourougou,11.73333,-0.35
2358685,Kouroufina,10.66667,-5.3
2358686,Kouroué,12.139,-4.372
2358687,Kourouboulli,13.50466,-0.79246
2358688,Kourou Bogo,13.08942,-2.51299
2358689,Kouroubariko,10.28333,-4.05
2358690,Kourouba,13.10094,-2.55923
2358691,Kourou,13.30551,0.78545
2358692,Kourou,10.66667,-3.23333
2358693,Kourori,13.5315,0.12782
2358694,Kouro,12.80417,-3.61436
2358695,Kournéré,12.9,-0.35
2358696,Kouloungou,12.10891,0.25542
2358697,Kourkourkodya,13.09315,0.13997
2358698,Kourki,11.23333,-0.41667
2358699,Kourit Yaoguen,12.28333,-0.45
2358700,Kouritenga Province,12.2,-0.3
2358701,Kouritenga,12.13333,-0.28333
2358702,Kourissiensé,11.66667,-1.3
2358703,Kourinion,10.96667,-4.81667
2358704,Kourigué,14.03329,-0.7237
2358705,Kourian,12.7991,-1.82433
2358706,Kouri,13.89689,-0.14233
2358707,Kouri,13.56136,-2.48048
2358709,Kouri,12.65512,-0.06432
2358710,Kouri,12.04782,-1.5221
2358711,Kouri,11.23333,-2.23333
2358712,Kourgou,12.36601,0.68004
2358713,Kourgou,12.33333,-0.76667
2358714,Kourgou,12.2614,0.36864
2358715,Kourgano,10.76667,-3.2
2358716,Kourfèl Sidiki,14.21697,-0.75417
2358717,Kourfadji,14.47956,-1.2686
2358718,Kourésilogo,13.4738,-1.13265
2358719,Kodjena,13.08037,0.20411
2358720,Kourouba Bangaré,13.47023,-2.38589
2358721,Kourouba Mogo,13.45992,-2.37055
2358722,Kourao,13.8016,-1.57031
2358723,Kourani,13.0495,-3.3726
2358724,Koumranga,13.42756,-2.02867
2358725,Koura-Kourou,10.73333,-5.46667
2358726,Kourakou,14.01939,0.28867
2358727,Koura,11.71667,-3.66667
2358728,Kour,10.1,-2.93333
2358729,Koupouello,11.85,-3.1
2358730,Koupessara,12.6,-0.51667
2358731,Koupéné,12.61667,-0.85
2358732,Koupélogo,11.9,-1.4
2358733,Kourpellé,13.4531,-1.5387
2358734,Koupélen,12.28449,-0.26165
2358735,Koubol Alfa,14.02565,-1.63654
2358736,Koupéla,13.0139,-1.78819
2358737,Koukpéla,12.85464,-1.29281
2358738,Koupéla,12.17864,-0.35103
2358739,Koupéla,11.96667,-2.38333
2358740,Koupéala,13.69947,-1.21866
2358741,Kouossey,13.04635,-2.41351
2358742,Kouoro,10.48333,-5.3
2358743,Kounienga,12.59424,-1.42819
2358744,Kounti,12.6396,-2.7984
2358745,Kounou,11.03139,-1.62806
2358746,Kounla,12.84505,-1.3567
2358747,Kounla,12.48333,-3.8
2358748,Kounkouna,10.12734,-3.42152
2358749,Kouni Kouni,14.5439,-0.4803
2358750,Kounia,14.5045,-1.7855
2358751,Kouni,13.03511,-2.18207
2358752,Kouni,12.0762,-4.4973
2358753,Koungwo,13.21157,-1.79231
2358754,Koungui Ba,12.2,-3.23333
2358755,Koungny,12.78333,-3.11667
2358756,Kounga,13.40268,-2.21825
2358757,Koundoula,13.18481,-1.88259
2358758,Koundougou,12.18333,-0.18333
2358759,Koundougou,11.72244,-4.50851
2358760,Koundouba,13.14516,-2.32021
2358761,Koundogo,11.55,-0.01667
2358762,Koundla,13.10301,-1.69338
2358763,Koundiri,14.57656,-1.54187
2358764,Koundimi-Soudéni,11.23559,-4.0864
2358765,Koundimi-Ba,11.22353,-4.07151
2358766,Koundi,11.33333,-2.83333
2358767,Kounda,12.13381,-1.48926
2358768,Kounandia,12.41667,-3.35
2358769,Kouna,13.3649,-3.971
2358770,Kouna,14.83784,0.03376
2358771,Kouna,14.769,-1.2409
2358772,Koumzorodogo,12.43333,-0.38333
2358773,Koumsyéogo,12.38333,-0.53333
2358774,Koumsaga,12.04906,-1.5418
2358775,Koumnoro,13.25914,-1.23047
2358776,Koumnéré,11.83333,-1.36667
2358777,Koumna,13.60112,-2.07331
2358778,Koumkoulré,12.08506,-1.95423
2358779,Koumissi,12.87161,-1.46571
2358780,Koumirtenga,12.95,-0.68333
2358781,Koumi,11.13608,-4.43027
2358782,Kouména,13.6139,-1.99519
2358783,Koumègo,14.35232,0.04797
2358784,Koumé,14.49112,-0.20232
2358785,Koumdagnoré,12.36392,-1.61436
2358786,Koumbri,13.8478,-2.41718
2358787,Koumbranga,13.43207,-1.96696
2358788,Koumbou,10.26667,-3.15
2358789,Koumbogoro,11.36667,-1.68333
2358790,Koumbo,11.3325,-1.6625
2358791,Koumbia,11.23562,-3.69542
2358792,Koumbataka,14.06356,-1.78882
2358793,Koumbara,12.89572,-3.39243
2358794,Koumbara,12.76366,-4.03153
2358795,Koumbani,13.70899,-2.22802
2358796,Koumbango,13.4401,-1.56278
2358797,Koumbadougou,11.26836,-4.59011
2358798,Koumandi,13.07387,-0.15951
2358799,Koumandara,10.89354,-4.29001
2358800,Koumana,11.96667,-3.81667
2358801,Kouma,12.1968,-4.1656
2358802,Koulwéogo,12.48333,-0.9
2358803,Koulwéogo,12.31667,-0.65
2358804,Koulto,13.13586,-1.14063
2358805,Koulsyani,13.16112,-0.48086
2358806,Koulponsgo,13.41613,-0.65403
2358807,Koulpissi,12.93333,-0.35
2358808,Koulpissi,12.06667,-0.1
2358809,Koulpellé,11.91667,-1.26667
2358810,Koul Péolgo,11.04714,0.74962
2358811,Koupeléga,12.10145,-1.25875
2358812,Koulpélé,12.81667,-0.65
2358813,Koulouwagadi,12.08333,0.5
2358814,Koulouoko,12.48662,-0.4205
2358815,Koulouoko,12.01667,-0.35
2358816,Kouloungou Iré,12.03333,-2.28333
2358817,Koulouméogou,12.73333,-0.5
2358818,Kouloumbou,10.11667,-2.9
2358819,Kouloumassatenga,12.87201,-1.62751
2358820,Koulouloura,10.41667,-3.31667
2358821,Kouloukpé,10.51667,-2.98333
2358822,Kouloukoni,10.75,-3.03333
2358823,Koulouko,13.4829,-0.70267
2358824,Koulougoto,11.81667,-1.5
2358825,Koulogo,12.44862,-1.7082
2358826,Koulougbélé,10.68333,-3.01667
2358827,Koulou-Ganda,13.4705,-0.27666
2358828,Koulouga,13.55815,-1.62351
2358829,Koulouéogo,13.63032,-1.78843
2358830,Koulouéogo,13.01872,-1.75777
2358831,Kouloubila,13.17479,0.32655
2358832,Kouloubila,11.63333,-0.18333
2358833,Koulou,12.96377,-1.58585
2358834,Koulopagaré,13.88489,-0.9688
2358835,Kouloko,13.44591,-0.54879
2358836,Kouloko,11.93333,-1.45
2358837,Koulwoko,12.12504,-1.32784
2358838,Koulohoko,12.5509,-1.46847
2358839,Kouloho,11.46797,-3.14215
2358840,Koulogo,13.06778,-1.01453
2358841,Koulogo,12.38333,-0.66667
2358842,Koulogo,12.0867,-1.42152
2358843,Koulo,11.34395,-4.62175
2358844,Koulo,10.33333,-3.0
2358845,Koulnatenga,12.21221,-1.98041
2358846,Koulmyougou,12.25,0.6
2358847,Koulli,13.00242,-1.59656
2358848,Koulkon,9.68333,-2.76667
2358849,Koulkianga,12.35,-0.28333
2358850,Kouritenga,12.3197,-1.54269
2358851,Koulirouré,12.03333,-2.1
2358852,Koulinkouna,10.41667,-3.31667
2358853,Kouliniéré,13.22605,-1.71599
2358854,Koulimazaren,13.12133,-0.59519
2358855,Forêt Classée de Koulima,11.10924,-4.28503
2358856,Koulima,11.15662,-4.28737
2358857,Koulikamsé,12.26667,-0.25
2358858,Kouliga,11.25,-1.46667
2358859,Koulibila,13.07226,-0.36939
2358860,Kouliba,12.16667,-0.16667
2358861,Kouli,11.45,-1.71667
2358862,Koulgoren,12.28333,-2.01667
2358863,Koulga,13.32089,-0.56982
2358864,Koulga,12.26667,0.3
2358865,Koulétéon,10.9,-2.91667
2358866,Kouléguézougou,12.1,-2.16667
2358867,Koulébéaga,13.56356,-0.4566
2358868,Koulbi Yoratéoun,9.6,-2.78333
2358870,Koulbalé,12.21667,-0.38333
2358871,Koularé,13.1055,-3.2042
2358872,Koulagane,11.2,-3.21667
2358873,Koula,13.46419,-0.86972
2358874,Koukzandé,12.76667,-2.68333
2358875,Kouksabla,12.94018,-1.29026
2358876,Koukpiala,12.82151,-1.03081
2358877,Koukousen,12.1,-2.28333
2358878,Koukourousso,10.55,-5.28333
2358879,Koukourouna,11.4,-3.9
2358880,Koukourouba,11.82332,-4.48358
2358881,Koukouridyivan Modyé,13.12147,0.53517
2358882,Koukouré,13.0468,-1.45972
2358883,Koukounkoulouga,12.13333,-2.4
2358884,Koukoundi,13.17683,-1.44328
2358885,Koukoulou,12.09748,-1.85752
2358886,Koukouli,11.96667,-1.48333
2358887,Koukouli,10.56667,-5.26667
2358888,Koukouldi,12.2,-2.53333
2358889,Koukouiré,11.68333,-1.11667
2358890,Koukotyoungou,12.39142,2.05068
2358891,Koukonoré,12.7,-0.63333
2358893,Koukin,12.80513,-1.77656
2358895,Kouken,12.3,-2.06667
2358896,Koukébako,12.81768,-1.5418
2358897,Koukankangou,12.63532,2.13858
2358898,Kouka,13.4345,-1.61361
2358899,Kouka,11.89822,-4.33785
2358900,Kouka,11.1,-0.5
2358901,Kouizili,12.043,-1.6531
2358902,Kouinou,11.3,-3.46667
2358903,Kouini,11.15843,-4.98479
2358904,Kouima,13.02066,-1.82673
2358905,Kouilihibré,11.95,-1.08333
2358906,Kouiléra,13.18843,-0.87337
2358907,Kouikourkodya,13.0512,0.11073
2358908,Kouidi,12.46341,-1.31221
2358909,Koui,12.67451,-1.6719
2358910,Kouhoulongou,12.83333,-2.3
2358911,Kouhoulogo,11.86667,-1.38333
2358912,Kouho,10.43333,-3.8
2358913,Kouhini,13.62459,-0.54864
2358914,Kougui,12.21667,-0.35
2358915,Kougsen,12.35,-2.15
2358916,Kougsabla,13.2722,-1.55657
2358917,Koukpéla,12.08956,-1.36608
2358918,Koukpéla,12.0557,-1.46354
2358919,Kougpela,11.88333,-1.4
2358920,Kougpaka,11.99328,-1.68163
2358921,Kougousoulô,13.5984,-1.91997
2358922,Kougouri,13.10502,-1.22537
2358923,Kougouri,12.3,-0.33333
2358924,Kougoura,10.55,-3.21667
2358925,Kougoularé,13.77766,-2.38158
2358926,Kougoula Paka,12.13585,-1.98206
2358927,Kougoué,11.81667,-0.15
2358928,Kougoudouguen,12.48333,-0.76667
2358929,Kougoubaga,11.75,-1.18333
2358930,Kougouandi,12.98333,-0.23333
2358931,Kougo Tenga,12.36667,-0.5
2358932,Kougmassogo,11.96667,-1.21667
2358933,Kouérédéni,11.73543,-4.64839
2358934,Kouéré,10.45,-3.98333
2358935,Kouantou,11.32558,-4.12224
2358936,Kouéna,12.15,-3.71667
2358937,Kouèkouesso,11.23971,-4.03301
2358938,Kiamou,12.38786,0.38508
2358939,Koudiéré,12.22966,-1.76182
2358940,Koudyantyagou,12.27385,1.53039
2358941,Koudissi,12.02451,-1.89773
2358942,Koulwéoghin,12.52353,-1.74003
2358943,Koudombo,13.33077,-2.37963
2358944,Marigot de Koudougou,11.91667,-2.86667
2358945,Koudougou,12.69258,-1.59459
